"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Fleischer","PG","Crime, Drama","English","Mar 6, 2016","1h 40m","A retired mob getaway driver (George C. Scott) agrees to take a fugitive (Tony Musante) across the Spanish border to France.",50,45,"The Last Run"
