"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Otto Preminger, Rouben Mamoulian","Samuel Goldwyn","Dorothy Heyward, DuBose Heyward, DuBose Heyward, N. Richard Nash","Columbia Pictures","Samuel Goldwyn Company","Drama, Musical, Romance","English","Jun 24, 1959, Wide","2h 18m","Stereo","Scope (2.35:1)","This musical drama focuses on the poverty-stricken residents struggling to survive in the Charleston tenement of Catfish Row. The sultry Bess (Dorothy Dandridge) becomes the object of desire of Porgy (Sidney Poitier), a disabled man who gets around in a cart. But Bess is also involved with thuggish Crown (Brock Peters) and drug dealer Sportin' Life (Sammy Davis Jr.). Crown kills a man and goes into hiding, and Bess seeks shelter with Porgy. But, when Crown returns, Porgy must take a stand.",71,78,"Porgy and Bess"
