"Director","Producer","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Lamont Johnson","Trevor Wallace","PG","Sci-Fi","English","1h 36m","When explosions destroy the American Groundstar space station control center, only scientist John Welles (Michael Sarrazin) survives. Badly injured, he stumbles to the home of divorcee Nicole Devon, who is soon dragged into the investigation of the explosion by security head Tuxon (George Peppard). When Tuxon suspects John has masterminded the sabotage, John undergoes weeks of brutal questioning. Only when he runs away with Nicole does John begin to learn who's behind the conspiracy.",33,67,"The Groundstar Conspiracy"
