"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Diego Vicentini","Jorge González, Diego Vicentini, Jorge González, Marcel Rasquin","Diego Vicentini","Netflix","Black Hole Enterprises","Drama","English","Jun 1, 2024","1h 39m","Simón, a young freedom fighter who faced off against the Venezuelan regime, escapes to Miami and tries to obtain political asylum before he is forcibly sent back home. He meets Melissa, an American pre-law student who decides to help him with his asylum case, but Simón struggles to open up about his guilt and trauma. Little by lille, Simón begins to reveal the events that led to his fleeing the country and giving up the fight for his oppressed people. As time runs out for Simón to obtain asylum, he is faced with the choice to permanently stay in the safety of the US or risk his life going back home to fight with his people for freedom.",92,94,"Simón"
