"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Leon Lee","Leon Lee","Leon Lee, Jocelyn Tennant, Ty Chan","Zhen Pictures","Flying Cloud Productions","R (Some Violence)","Drama","English","Jan 21, 2022, Limited","1h 48m","Scope (2.35:1)","Based on true events, ""Unsilenced"" follows Wang, a university student in Beijing, and his friends as their carefree days are shattered by the 1999 order that banned the spiritual practice Falun Gong in China. As the state churns out lies and starts brutally suppressing voices of dissent, they cross paths with Daniel, a cynical American reporter struggling to find meaning in his profession in the country he loves. With the risk of prison, torture, and even death looming over them, they must all make a choice: to go with their conscience and speak the truth, or to remain silent as atrocious crimes go on behind closed doors.",90,100,"Unsilenced"
