"Director","Producer","Screenwriter","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Haneke","Veit Heiduschka","Michael Haneke","R (Brief Strong Violence)","Drama, Mystery & Thriller","French (France)","Dec 23, 2005","Apr 16, 2012","$3.6M","1h 57m","Without warning, happy, successful Parisian couple Georges (Daniel Auteuil) and Anne Laurent (Juliette Binoche) receive anonymous videos suggesting that they are being stalked. The tapes are followed by disturbingly violent, if childish, drawings. Georges, a well-known literary talk show host, shrugs off the mysterious messages, but Anne grows increasingly distressed and fearful for their teenage son. She grows to suspect that an incident in Georges' past is behind the increasing torment.",89,78,"Cache"
