"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Fritz Lang","Lamar Trotti","Lamar Trotti","20th Century Fox","20th Century Fox","War","English","Nov 8, 1950, Original","Oct 1, 2010","1h 45m","During World War II, when a U.S. boat sinks off the coast of an island in the Japanese-occupied Philippines, soldiers Chuck Palmer (Tyrone Power) and Jim Mitchell (Tom Ewell) must find a way to reach an Allied military base that is hundreds of miles away. On their journey through enemy territory, they befriend native Filipinos and help them stage an uprising against Japanese forces. Meanwhile, despite their dire situation, Palmer tries to woo local woman Jeanne Martinez (Micheline Presle).",67,25,"American Guerrilla in the Philippines"
