"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Garry Marshall","Delphi Films","PG","Comedy, Drama","English","Nov 9, 2010","$32.0M","1h 58m","A successful advertising executive, David Basner (Tom Hanks), is working on a project that could make him partner at his company. When his parents suddenly end their 36-year marriage, he is thrown into the role of caregiver, dealing with his delicate mother, Lorraine (Eva Marie Saint), and his combative father, Max (Jackie Gleason), who provides constant aggravation and bitter remarks. When one of his parents gets sick, David must choose what is more important, his family or his career.",54,40,"Nothing in Common"
