"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Anurag Kashyap","Anurag Kashyap","Anurag Kashyap, Kalki Koechlin","Indiepix","Drama","Hindi","Sep 2, 2011, Limited","Jul 21, 2016","1h 41m","An Anglo-Indian woman (Kalki Koechlin) works in a seedy Mumbai massage parlor while trying to find her long-lost father.",50,57,"That Girl in Yellow Boots"
