"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paul Schrader","Lila Cazès, Fida Attieh","Paul Schrader","Lumiere Productions","R","Comedy","English","Dec 7, 2017","$373.1K","1h 36m","Surround","Down-and-out former preacher Bill Hill (Christopher Walken) witnesses stranger Juvenal (Skeet Ulrich) save Virginia Worrell (Conchata Ferrell) from her abusive husband, Elwin (John Doe), by defusing the latter's anger -- and ending his wife's blindness. Determined to profit from Juvenal's mystical powers, Bill asks an old friend, Lynn Faulkner (Bridget Fonda), to sneak into the Alcoholics Anonymous facility where Juvenal works as a counselor, but she finds herself falling for the healer.",33,33,"Touch"
