"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christopher Crowe","Martin Bregman, Michael Scott Bregman","Paramount Pictures","R","Mystery & Thriller","English","Jan 12, 2017","$10.2M","1h 43m","Surround, Stereo","Psychiatrist Ann Hecker (Annabella Sciorra) becomes intrigued by the revelations of Eve Abergray (Deborah Unger), a beautiful patient who indulges in sadomasochistic sexual behavior with her lover. When Ann begins dating the handsome Doug McDowell (Jamey Sheridan), she discovers that he is the man involved with her patient. After Eve is found dead, Ann realizes that she's ventured into a dangerous situation as she begins to suspect that Doug is the murderer.",33,72,"Whispers in the Dark"
