"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Yorgos Lanthimos","Ed Guiney, Andrew Lowe, Yorgos Lanthimos, Kasia Malipan","Yorgos Lanthimos, Efthimis Filippou","Searchlight Pictures","Element Pictures, Film4","R (Strong Sexual Content|Language|Full Nudity|Strong Violent Content)","Comedy, Drama","English","Jun 21, 2024, Limited","2h 44m","Dolby Digital","Scope (2.35:1)","KINDS OF KINDNESS is a triptych fable, following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",75,NA,"Kinds of Kindness"
