"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Edwin","Meiske Taurisia, Muhammad Zaidy","Edwin","Match Factory Productions, Palari Films, E&W Films, Phoenix Films (II), Bombero International","Drama","Indonesian","1h 54m","Flat (1.85:1)","Ajo Kawir is a fighter who fears nothing, not even death. His raging urge to fight is driven by a secret: his impotence. When he crosses paths with a tough female fighter named Iteung, Ajo gets beaten black and blue, but he also falls head over heels in love. Will Ajo's path lead him to a happy life with Iteung, and, eventually, his own peace of mind?",80,100,"Vengeance Is Mine, All Others Pay Cash"
