"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Cullen, José Luis Ucha","Cecil Kramer, Peter Lewis","Gillian Berrow, Tim Sullivan","Entertainment One, Netflix, Boulder Media, Allspark Animation, Hasbro Studios","PG (Some Thematic Elements)","Kids & Family, Comedy, Animation","English","Sep 24, 2021","1h 30m","Dolby Atmos, Dolby Digital","Scope (2.35:1)","The unimaginable has happened... Equestria has lost its magic! Earth Ponies, Unicorns, and Pegasi are no longer friends and now live separated by species. But idealistic Earth Pony Sunny (Vanessa Hudgens) is determined to find a way to bring enchantment and unity back to their world. Teaming up with open-hearted Unicorn Izzy (Kimiko Glenn), the pair travel to faraway lands where they encounter the likes of charismatic and brave Pegasi Pipp (Sofia Carson) and Zipp (Liza Koshy) and the ever-responsible fellow Earth Pony Hitch (James Marsden). Their mission is full of misadventures, but these new best friends each possess their own unique and special gifts that may be just what this ponyverse needs to restore magic and prove that even little ponies can make a big difference.",92,82,"My Little Pony: A New Generation"
