"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Louis Malle","Louis Malle","New Line Cinema","R","Drama","English","Dec 23, 1992, Limited","Jun 2, 2017","$7.5M","1h 52m","Surround","Upper-crust British politician Stephen (Jeremy Irons) is in a dull but stable marriage with Ingrid (Miranda Richardson). When Stephen meets the alluring fiancée of his son, Anna (Juliette Binoche), he is overcome with passion and starts an intense but dangerous affair with her. That Anna is engaged to his son and says she is haunted by personal demons is not enough to stop Stephen. Continuing the sordid relationship, Stephen struggles to avoid destroying himself and his family.",81,73,"Damage"
