"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Richard Stanley","JoAnne Sellar","Miramax","R","Horror","English","Sep 15, 2015","1h 48m","Surround","A mutilating murderer (Robert Burke) in Namibia crosses paths with a South African wife (Chelsea Field) and a haunted policeman (Zakes Mokae).",29,60,"Dust Devil"
