"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Jeffrey Gee Chin","Vishnu Manchu","Diamond Ratna Babu","24 Frames Factory","Drama","Telugu","Mar 19, 2021, Limited","1h 25m","A cultural clash between generations, between east and west, and between rich and poor. On a moral downward spiral, yet an upward climb to great financial success, Anu and Arjun become savvy criminals and devise an ingenious scam.",20,NA,"Mosagallu"
