"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"John Duigan","Kennedy Miller Productions","PG-13","Drama","English","Oct 18, 2016","$36.9K","1h 43m","Danny (Noah Taylor) and Freya (Loene Carmen) have been friends since they were little children, and now that they're becoming young adults, Danny's feelings for her are becoming sexual. Freya, though, turns her attention to Trevor (Ben Mendelsohn), a charismatic rugby player and occasional car thief. Danny's jealousy is tempered by the fact that Trevor seems like a genuinely decent guy. The three misfits become allies against the bullies in their small Australian town.",94,84,"The Year My Voice Broke"
