"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jerry Kramer","Gary Goetzman","Laurie Craig","PG-13","Comedy, Drama, Romance","English","Sep 26, 1986, Limited","Mar 22, 2018","$264.3K","1h 24m","Surround, Stereo","Clifford (Clayton Rohner) manages to score a date with beautiful party girl Kelly (Virginia Madsen) despite his lack of social skills. But, when he drives over to her place, she's a no-show. Clifford does not have long to lament this development, as Kelly's roommates (Cynthia Gibb, Daphne Zuniga) convince him to drive them through Los Angeles. Ostensibly a search for Kelly, their journey becomes transformed into a wild joyride through the city's nightlife.",40,63,"Modern Girls"
