"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Nanni Loy","Goffredo Lombardo","Metro-Goldwyn-Mayer","War","Italian","Mar 19, 1963, Original","2h 4m","The film is a historical reenactment of events leading up to September 27-30, 1943, four days during World War II when the people of Naples rose up against the Germans. The Neapolitans believe an armistice with the Allies has been signed and the war is at an end, only to realize that the Nazis are still in control and as ruthless as ever. Armed with makeshift weapons, the oppressed fight against their oppressors -- and overwhelming odds -- and drive the Germans from their city.",80,83,"The Four Days of Naples"
