"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Talia Osteen","Jeremy Garelick, Will Phelps, Ryan Bennett, Mark Fasano, Tobias Weymar, Kendrick Tan, Michael Glassman","Tate Hanyok","LD Entertainment, American High, Lit Entertainment Group, Nickel City Pictures","Romance, Comedy","English","Jan 14, 2022","1h 31m","Dolby Digital","Avery Hansen-White doesn't do things she isn't excellent at. So when her long-distance boyfriend hints at wanting to take their relationship to the next level, she sets out to master her sexuality, employing her oldest friend, Larson, as a test subject. In this hilarious teen comedy, Avery's study results in the realization that there's more to sex, and love, than mechanics. Relationships require both head and heart.",57,56,"Sex Appeal"
