"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Reisner","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","Musical","English","Nov 23, 1929, Original","1h 56m","The top performers of the 1920s strut their stuff in this star-studded variety show. Actress Joan Crawford displays her singing talents with ""Got a Feeling for You."" Comedy duo Laurel and Hardy bring on the laughs with their magic act, and Conrad Nagel turns on the romance by singing ""You Were Meant For Me."" In the revue's second act, silent star Buster Keaton performs an under-the-sea dance, and Norma Shearer and John Gilbert hilariously lampoon ""Romeo and Juliet.""",43,18,"The Hollywood Revue"
