"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kirk R. Thatcher","Comedy, Fantasy, Kids & Family, Musical","English","Oct 8, 2021","52m","The Great Gonzo – world famous daredevil artiste, has done it all, seen it all, and survived it all. But on Halloween night, the fearless Gonzo takes on the greatest challenge of his life by spending one very daring night in the most grim grinning place on Earth …The Haunted Mansion.",73,63,"Muppets Haunted Mansion"
