"Director","Producer","Production Co","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Claude Sautet","Alain Sarde","Cecchi Gori Group Tiger Cinema, Les Films Alain Sarde, TF1 Films Production, Prokino Filmproduktion [de]","Drama","French (France)","$1.2M","1h 45m","Stereo","Nelly (Emmanuelle Béart) can see that her life is headed downhill. Her husband, Jerôme (Charles Berling), hasn't had a job in ages, and the two are falling perilously behind in their rent. Good fortune comes Nelly's way when she meets Pierre Arnaud (Michel Serrault), a well-to-do businessman who, as if on a whim, settles her debts and hires her as his personal secretary. While Pierre's interest appears to be platonic, that changes when Nelly starts up a relationship with his publisher.",96,83,"Nelly & Monsieur Arnold"
