"Director","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John G. Blystone, Buster Keaton","Clyde Bruckman, Jean Havez, Joseph A. Mitchell","Image Entertainment Inc., Kino Video","Joseph M. Schenck Productions","Comedy","Nov 19, 1923, Wide","Jan 3, 2019","1h 9m","Sole heir Willie McKay (Buster Keaton) journeys by train from New York City to Kentucky to claim his fortune amid a decades-old feud with the Canfield family. En route, he meets and is smitten with young beauty Virginia (Natalie Talmadge), who invites him to dinner, but he realizes too late that she is the only daughter of patriarch Joseph Canfield (Joe Roberts). The rules of hospitality protect McKay from harm in their house, but he must outwit her brothers to resolve the feud.",97,90,"Our Hospitality"
