"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Keith Behrman","Trish Dolman","Screen Siren Pictures, Alliance Atlantis Communicatio, Corus Entertainment, Canadian Broadcasting Corporation, Téléfilm Canada","Drama","English","Aug 9, 2017","1h 43m","Surround","Eight-year-old Garnet (Colin Roberts) and his 16-year-old sister, Flower (Jane McGregor), have grown up in a deadening environment of stifled grief. Their mother died unexpectedly while giving birth to Garnet and it took the heart out of their father, Ed (Callum Keith Rennie). When Flower pushes her father to finally become a real parent to Garnet, Ed reaches out with the only means of bonding he knows: he buys Garnet a BB gun. Ed unwittingly pushes his fragile son further toward the edge.",67,84,"Flower & Garnet"
