"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Steve Gomer","Danny DeVito, Michael Shamberg, Daniel A Paulson","R","Comedy","English","Apr 23, 1996, Limited","Jan 1, 2016","$9.0M","1h 39m","Stereo, Surround","White gym teacher Phyllis Saroka (Rhea Perlman) takes over the coaching of an inner-city high-school basketball team. She begins the enterprise with the simple goal of earning money to open her dream restaurant, after her lover leaves her. Learning about basketball and coaching as she goes, she transforms both herself and her team -- including Shorty (Fredro Starr), who is always in trouble with the law, and talented but perpetually stoned Butter (James Harris) -- from losers to winners.",13,83,"Sunset Park"
