"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Georgiy Kropachyov, Konstantin Ershov","Nikolai Gogol, Georgiy Kropachyov, Aleksandr Ptushko, Konstantin Ershov","Mosfilm","Horror, Fantasy","Russian","Apr 6, 2020","1h 18m","Mono","A group of seminary students from the city go on summer break, drunkenly wandering the countryside. They end up lost, and spend a night in the company of a haggard witch. A scuffle breaks out, and one of the students, Khoma (Leonid Kuravlyov), murders the witch. Only it turns out he really killed a beautiful landowner's daughter (Natalya Varley), and now he must sit with her body in a church for three days, protecting it from evil spirits. This horror movie was based on a story by Nikolai Gogol.",88,78,"Viy"
