"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Billy Hopkins","Joseph Caracciolo Jr., John Fiedler, Mark Tarlov","Polar Entertainment Corporation, Canal+","PG-13","Drama","English","Nov 22, 2016","$20.3K","1h 32m","Daisy (Claire Danes) is a smart and pretty teen who attends a prestigious private academy. Despite her privileged upbringing, Daisy struggles with her Jewish identity, especially when it becomes clear that there's an anti-Semitic streak at her school. While Daisy pines for her popular and handsome classmate, Ethan (Jude Law), she can only confide closely in Nana (Jeanne Moreau), her grandmother and a survivor of the Holocaust, who tells her granddaughter tales of her youth.",40,40,"I Love You, I Love You Not"
