"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Philipp Stölzl","Arash Amel","Radius TWC","Transfilm","R (Violence)","Action, Mystery & Thriller","English","May 17, 2013, Limited","Nov 17, 2016","1h 44m","A former agent (Aaron Eckhart) of the CIA and his estranged daughter (Liana Liberato) go on the run after his employers target them for assassination.",30,36,"The Expatriate"
