"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Edward Dmytryk","Paramount","PG","Drama","English","May 9, 1964, Wide","Jul 1, 2013","2h 30m","Stereo","When playboy Jonas (George Peppard) inherits his father's industrial empire, he expands it by acquiring an aircraft factory and movie studio. His rise to power is ruthless. He marries and then quickly abandons sweet, bubbly Monica (Elizabeth Ashley) ; turns his young, attractive stepmother, Rina (Carroll Baker), into a self-destructive actress; and manages to disappoint even his closest friend, cowboy movie star Nevada (Alan Ladd). Is Jonas beyond redemption?",33,62,"The Carpetbaggers"
