"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Blake Edwards","Blake Edwards","Frank Waldman, Ron Clark, Blake Edwards","Jewel Productions Inc.","PG","Comedy","English","Sep 16, 2008","1h 39m","When French drug kingpin Philippe Douvier (Robert Webber) learns that he's losing the respect of New York mob bosses, he decides to murder Chief Inspector Jacques Clouseau (Peter Sellers) to regain his reputation. After a case of mistaken identity, Clouseau is declared dead, much to the delight of his former boss, Charles Dreyfus (Herbert Lom). When Clouseau reemerges, he teams up with Douvier's ex-lover, Simone LeGree (Dyan Cannon), to break up the drug trafficking operation.",84,70,"Revenge of the Pink Panther"
