"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Kinney, Clyde Geronimi, James Algar","Walt Disney","G","Kids & Family, Fantasy, Animation","English","Oct 5, 1949, Original","Jan 1, 2014","1h 8m","Two animated adaptations of classic literature make up this Disney film. In ""The Wind in the Willows,"" wealthy Mr. Toad (Eric Blore) yearns for all the newest fads. When he wants an automobile, Mr. Toad sets out to get one any way he can. In ""The Legend of Sleepy Hollow,"" gangly schoolmaster Ichabod Crane falls for the beautiful Katrina Van Tassel. Caught in a love triangle with Katrina and Brom Bones, Ichabod fears a local legend called the Headless Horseman.",88,71,"The Adventures of Ichabod and Mr. Toad"
