"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lewis Milestone","Benjamin Glazer","Guy Bolton, Russel Crouse, Howard Lindsay, P.G. Wodehouse","Paramount Pictures","Paramount Pictures","Musical","English","Jan 24, 1936, Wide","1h 32m","Mono","A singer (Bing Crosby) poses as a gangster's (Charlie Ruggles) henchman to follow a runaway heiress to England.",83,25,"Anything Goes"
