"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Scott S. Anderson","Michael Flynn, Scott S. Anderson","Scott S. Anderson","PG","Comedy, Drama","English","Oct 10, 2003, Original","$1.2M","1h 50m","In a town in Holland, a quartet of American Mormon missionaries takes an apartment together. Their aim, of course, is to spread their religion's word, but things aren't going smoothly. Rogers (K.C. Clyde) is questioning his faith while dealing with relationship problems back home, newcomer Calhoun (Kirby Heyborne) is having a hard time adjusting, and Johnson (David Nibley) and Van Pelt (Cameron Hopkin) get on each other's nerves. The men soon begin to debate calling their whole mission off.",73,92,"The Best Two Years"
