"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Juzo Itami","Seigo Hosogoe, Yasushi Tamaoki","Itami Productions","Comedy","Japanese","Jun 18, 1987, Original","2h 7m","Ace tax investigator Ryoko Itakura (Nobuko Miyamoto) sets her sights on the mysterious and philandering Hideki Gondo (Tsutomu Yamazaki), a suspected millionaire who owns a thriving chain of seedy hourly hotels. For years, Gondo has succeeded at hiding the true extent of his assets from the Japanese authorities. As the government investigation progresses, Itakura and Gondo find themselves locked in a battle of wits -- one further complicated by their growing affections for each other.",75,86,"A Taxing Woman"
