"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Ellis Miller","20th Century Fox Intl.","R","Comedy","English","Dec 19, 1983, Original","Oct 1, 2015","1h 41m","Gowan McGland (Tom Conti) is a Scottish poet battling writer's block. To make a living, he gives lectures on campuses and at art societies in New England, while womanizing and drinking to his heart's content. His debauchery unravels further when he meets Geneva Spofford (Kelly McGillis), a college student with whom he falls in love. But karma begins to creep up on Gowan, as he gets involved in lovesick public disturbances and becomes the unfortunate target of a husband's revenge plans.",100,78,"Reuben, Reuben"
