"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Marie Kreutzer","Alexander Glehr, Franz Novotny","Marie Kreutzer","Strand Releasing","Novotny & Novotny Filmproduktion GmbH","Drama","German","Jul 26, 2019, Limited","Dec 6, 2019","$29.2K","1h 48m","Dolby Digital","Scope (2.35:1)","A woman controls her personal life with ruthless efficiency. No one knows about her older sister or her family's history of mental illness, but when a tragic event forces them back together, her grip on reality seems to slip away.",90,75,"The Ground Beneath My Feet"
