"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Chuck Russell","Chuck Russell, Frank Darabont","TriStar Pictures","Palisades Entertainment Group, TriStar Pictures","R","Horror, Sci-Fi","English","Aug 5, 1988, Original","Nov 1, 2011","$7.8M","1h 35m","Surround, Stereo","In a tiny California town, high school students Brian (Kevin Dillon), Meg (Shawnee Smith) and Paul (Donovan Leitch) discover a strange, gelatinous substance that melts the flesh of any living creatures in its path. The deadly substance gets into the town's sewer system, where it begins growing uncontrollably, occasionally emerging to feast on unsuspecting townspeople. A military clean-up crew is sent to eliminate the menace, but it may end up doing more harm than good.",68,58,"The Blob"
