"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Woody Allen","Robert Greenhut","Woody Allen","Miramax Films","Miramax Films, Magnolia Pictures","R","Musical, Romance","English","Jan 3, 1997, Wide","May 22, 2012","$9.7M","1h 41m","Surround","The daughter of wealthy Manhattanites Joe (Woody Allen) and Steffi (Goldie Hawn), D.J. (Natasha Lyonne) has to contend with her extended family after her parents' divorce. The entire clan is abuzz about the impending wedding of her half-sister, Skylar (Drew Barrymore), and her fiancé, Holden (Edward Norton). However, when gruff former criminal Charlie (Tim Roth) enters the picture, things take an unexpected turn. Meanwhile, the lovelorn Joe pursues the beautiful Von (Julia Roberts) in Europe.",77,68,"Everyone Says I Love You"
