"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Zoltan Korda","John Howard Lawson, Zoltan Korda","Columbia Pictures","Columbia, Columbia Pictures, TriStar Pictures","War","English","Nov 11, 1943, Original","Sep 7, 2010","1h 37m","Set in the Libyan desert in 1942 where a group of American soldiers become isolated in their tank during the retreat to El Alamein. As they drive across the desert they pick up a group of Allied stragglers, but with their supplies of fuel, food and water running low, they try to reach a desert fortress, but a large German detachment is also heading there.",92,86,"Sahara"
