"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ulu Grosbard","Edgar Lansbury","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","G","Drama","English","Oct 13, 1968, Original","Jan 25, 2010","1h 47m","Timmy Cleary (Martin Sheen), who was once considered timid, returns from duty in World War II with newfound confidence. Soon, he realizes that his parents, John (Jack Albertson) and Nettie (Patricia Neal), have long been feigning happiness for the benefit of their son. John is a heavy drinker guilty of numerous infidelities, while Nettie has deeply resented her husband and coddled Timmy for years. When Timmy tries to resolve his parents' issues for them, emotional chaos ensues.",100,73,"The Subject Was Roses"
