"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jerry Schatzberg","Warner Bros. Pictures","Warner Brothers/Seven Arts","PG","Musical","English","Jul 18, 1980, Original","Jan 1, 2009","1h 59m","Surround","Country music star Buck Bonham (Willie Nelson) has spent a lot of years on the road, but despite his wife Viv's (Dyan Cannon) entreaties that he stay put, he just can't give up the lifestyle. When his guitar player and best friend, Garland Ramsey (Slim Pickens), decides to retire, Buck replaces him with Garland's daughter, Lily (Amy Irving), and heads back out on tour. The two begin an affair which Viv quickly picks up on, and Buck is forced to choose between the two women he loves.",60,75,"Honeysuckle Rose"
