"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Mazursky","Paul Mazursky, Anthony Ray","20th Century Fox","R","Comedy, Drama","English","Dec 13, 2005","1h 51m","Fresh out of college, Larry Lapinsky (Lenny Baker) leaves Brooklyn and moves to Greenwich Village. Larry comes from a traditional Jewish home, and though his mother, Faye (Shelley Winters), wants him to get a steady job, he tries to make it as an actor. He quickly takes his place among some young creative types, including girlfriend Sarah (Ellen Greene) and writer Robert (Chris Walken). Soon Larry is on the verge of a career breakthrough -- and his mother finds it hard to let go.",86,64,"Next Stop, Greenwich Village"
