"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Ledes","Rene Bastian, Richard Ledes, Linda Moran","Richard Ledes, Alain-Didier Weill","Chapeau Films, Olive Press Cinema, Belladonna Productions","PG-13 (Some Violent Images)","Drama, Mystery & Thriller","English","Apr 14, 2009","1h 35m","Financial officer Jimmy Stevens (Frank Langella) works at a prominent energy company. After years of guilt, he decides to sabotage the company in retaliation for their damaging business policies in the Third World. Knowing there is a good chance that he will be killed for this transgression, Jimmy hires private detective Frank Turlotte (Elliott Gould) to trail and watch him without revealing his reasons. Soon, a past link between Jimmy and Frank will become important.",13,19,"The Caller"
