"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jake Scott","Rupert Harvey, Eric Fellner, Tim Bevan","Selwyn Roberts, Robert Wade, Charles McKeown","USA Films, Gramercy Pictures, Paramount Pictures","Gramercy Pictures","R","Comedy, Drama","English","Oct 1, 1999, Original","$471.4K","1h 40m","Surround","After meeting in prison in the wake of a botched grave robbery, two strangers from different echelons of English society -- scheming lowlife William Plunkett (Robert Carlyle) and gentleman-debtor Capt. James Macleane (Jonny Lee Miller) -- decide to join forces. The two become highwaymen and set out to steal their way to a life of leisure. But, as their infamy increases, Macleane falls for the beautiful Lady Rebecca (Liv Tyler), and begins to wonder if he should go straight.",24,67,"Plunkett & Macleane"
