"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Badham","Gordon Carroll","Columbia Pictures","Columbia Pictures Corporation, Rastar Pictures","R","Action, Drama","English","May 13, 1983, Original","Apr 16, 2012","1h 49m","Surround, Stereo","Frank Murphy is a courageous and honorable Los Angeles police officer who is chosen to test run Blue Thunder, a high-tech experimental attack helicopter. While flying Blue Thunder, Murphy and his partner discover that the government intends to use the helicopter for corrupt crowd control and surveillance.",78,53,"Blue Thunder"
