"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Z. Leonard","Robert Z. Leonard","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","Drama","English","Apr 19, 1930, Original","Nov 21, 2016","1h 23m","After three years of marriage, Ted (Chester Morris) has an affair that threatens to destroy his happiness with wife Jerry (Norma Shearer), as she returns the favor by pursuing Don (Robert Montgomery), Ted's close friend. The couple divorces, and Jerry tries to find happiness with a new man while Ted struggles with alcoholism and depression. After a series of flings, Jerry reunites with Paul (Conrad Nagel), who was in love with Jerry before she married Ted -- only to find Paul is now married.",78,62,"The Divorcee"
