"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Ritchie","Joe Wizan","Robert Dillon","R","Crime, Drama","English","Jun 14, 2005","1h 31m","A Chicago mob collector (Lee Marvin) calls on a Kansas cattleman (Gene Hackman) who also deals in prostitutes and drugs.",71,72,"Prime Cut"
