"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Roger Holzberg","Vestron Pictures","R","Adventure","English","Oct 1, 2013","$673.1K","1h 37m","Surround","A blind woman (Faye Dunaway), her husband (Daniel J. Travanti) and another couple sail off to find cash hidden on an island near Cuba.",40,35,"Midnight Crossing"
