"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Leo McCarey","Herman J. Mankiewicz","MCA/Universal Home Video, Paramount Pictures","Paramount Pictures","Comedy","English","Nov 17, 1933, Wide","Dec 3, 2015","1h 10m","Mono","When the tiny nation of Freedonia goes bankrupt, its wealthy benefactor, Mrs. Teasdale (Margaret Dumont), insists that the wacky Rufus T. Firefly (Groucho Marx) become the country's president. Sensing a weakness in leadership, the bordering nation of Sylvania sends in the spies Pinky (Harpo Marx) and Chicolini (Chico Marx) to set the stage for a revolution. As Firefly clashes with the Sylvanian ambassador (Louis Calhern), plenty of mayhem ensues, and the countries verge on all-out war.",91,91,"Duck Soup"
