"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Milos Forman","Dino De Laurentiis","Paramount Pictures","Dino De Laurentiis Company","PG","Drama","English","Nov 20, 1981, Original","Nov 30, 2016","2h 35m","Scope (2.35:1)","A kaleidoscope of tales from E.L. Doctorow's eponymous novel evokes life in pre-World War I New York City. A white family find a black baby in their yard and takes on the mother as a maid. A black pianist, Coalhouse Walker Jr. (Howard E. Rollins Jr.), returns for his woman and child after finding success in a Harlem jazz band. Firefighters, dismayed to see a black man own a Model-T Ford, deface it, and Walker demands retribution. The white family becomes involved in Evelyn Nesbit's trial.",84,76,"Ragtime"
