"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Anderson","PG","Drama","English","Sep 2, 2019","1h 44m","On a British army base in India, two newcomers react in very different ways to their new setting. Lt. Millington (James Faulkner) comes from a military family but doesn't hide his desire to leave the service. Conversely, Lt. Drake (Michael York) is anxious to make his mark at his new post. When well-respected widow Mrs. Scarlett (Susannah York) accuses Millington of attacking her, the disillusioned soldier makes no effort to exonerate himself -- but Drake isn't so sure he's guilty.",63,39,"Conduct Unbecoming"
