"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman Tokar","A.J. Carothers","Buena Vista Distribution Co. Inc.","Walt Disney Productions","G","Kids & Family, Musical","English","Nov 30, 1967, Original","Jan 1, 2014","2h 44m","Clever yet hapless new butler John Lawless (Tommy Steele) manages a Philadelphia household for quirky and joyful millionaire Anthony Drexel Biddle (Fred MacMurray), his unflappable wife, Cordelia (Greer Garson), and their spitfire daughter, Cordy (Lesley Ann Warren). When Cordy goes to boarding school and becomes engaged to handsome heir Angier Duke (John Davidson), it's up to John the butler to help mesh the two families and keep the nuptials on track.",50,80,"The Happiest Millionaire"
