"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"James Bridges","Irving Azoff, Robert Evans","Aaron Latham, James Bridges","Paramount Pictures, Robert Evans Company","PG","Drama","English","Jun 6, 1980, Wide","Aug 1, 2013","2h 15m","Scope (2.35:1)","After moving to Pasadena, Texas, country boy Bud Davis (John Travolta) starts hanging around a bar called Gilley's, where he falls in love with Sissy (Debra Winger), a cowgirl who believes the sexes are equal. They eventually marry, but their relationship is turbulent due to Bud's traditional view of gender roles. Jealousy over his rival, Wes (Scott Glenn), leads to their separation, but Bud attempts to win Sissy back by triumphing at Gilley's mechanical bull-riding competition.",70,80,"Urban Cowboy"
