"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bryan Forbes","Edgar J. Scherick","Ira Levin, William Goldman","Columbia Pictures, Embassy Pictures","Palomar Pictures, Fadsin Cinema Associates","PG","Sci-Fi","English","Feb 12, 1975, Wide","Sep 20, 2018","1h 55m","Mono","Joanna Eberhart (Katharine Ross) moves to the quiet town of Stepford with her husband (Peter Masterson) and children. The town seems perfect -- maybe a little too perfect. There's something not quite right with the suburb's women: they're vapid, unfathomably devoted to housework and completely subservient to their husbands. Joanna teams up with another recent transplant, Bobby (Paula Prentiss), to investigate the mystery of Stepford's wives and makes a horrific discovery.",68,65,"The Stepford Wives"
