"Director","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jirí Menzel","Comedy","Czech","Sep 24, 1968, Original","Mar 28, 2006","1h 15m","Antonin (Rudolf Hrusínský) and his aging buddies, one a former military man and the other a priest, are trying to unwind during their summer vacation at a resort. Those plans are jettisoned, however, when a circus performer arrives at the retreat, along with his young and attractive assistant, and sets up shop by entertaining the guests with magic and big-top events. What first seems a bother to Antonin and his friends soon starts awakening memories of their own youth.",71,74,"Capricious Summer"
