"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Raúl Ruiz","Lloyd A. Silverman, Barbet Schroeder, Susan Hoffman","Duane Poole","Fireworks Entertainment, Seven Arts Pictures","R","Mystery & Thriller","English","Aug 28, 1998, Original","$102.5K","1h 42m","After assassinating a man in a Seattle café, Jessie (Anne Parillaud) awakes in a different life, on a plane bound for Jamaica with her new husband, Brian (William Baldwin). Jessie has recently been raped, and Brian treats her with extreme delicacy. Falling asleep, awakes back in Seattle as a hit woman contracted to kill Brian, who -- in this reality -- is a handsome stranger. As she switches between the two identities, Jessie is unable to tell which life is really hers.",25,33,"Shattered Image"
