"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Hong Sang-soo","Hong Sang-soo","Cinema Guild","Jeonwonsa Film","Drama","Korean","Feb 15, 2019, Limited","Nov 21, 2019","$27.8K","1h 35m","Convinced he's on the verge of death, an aging poet invites his two bickering sons to an isolated hotel for a final goodbye.",96,67,"Hotel by the River"
