"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Paolo Licata","Drama","Italian","Feb 14, 2021","1h 35m","A young girl rebels after being left with her grandmother in a small Italian town while her parents emigrate to France in pursuit of a better life.",100,86,"Alone With Her Dreams"
