"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Synopsis","Critics","Audiences","Title"
"Ken Cunningham","David Shayne","Action, Adventure, Animation, Kids & Family, Sci-Fi, Comedy","English","Aug 5, 2022","Looking for a much-needed break from stormtroopers and TIE fighters, Finn arranges a surprise vacation for his friends Rey, Poe, Rose, Chewie, BB-8, R2-D2, and C-3PO, aboard the ultra-luxurious Galactic Starcruiser, the Halcyon. But Finn's plan to have one last hurrah together quickly goes awry when he's separated from the group. While searching for his friends, he encounters three Force ghosts: Obi-Wan Kenobi, Anakin Skywalker, and Leia Organa, who each share their own unexpected stories of vacations gone wrong, helping him to understand that holidays are about more than just having fun.",89,62,"LEGO Star Wars Summer Vacation"
