"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ronald F. Maxwell","Stephen Friedman","Paramount","R","Drama","English","May 9, 2019","1h 35m","At camp for the summer, two teenage girls from very different backgrounds face off in an unexpected contest. Streetwise Angel (Kristy McNichol) comes from a poor neighborhood, while naïve Ferris (Tatum O'Neal) has never wanted for anything. Both girls are on the brink of womanhood and, due to some intense peer pressure, they agree to compete to see who can lose her virginity first. But their impressions of sex and love are challenged as they race toward adulthood.",67,74,"Little Darlings"
