"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Martin Ritt","Columbia Pictures","Columbia, TriStar Pictures","PG-13","Romance, Comedy","English","Jan 31, 1986, Original","Apr 16, 2012","$27.3M","1h 47m","Stereo","Emma (Sally Field), a divorced single mother seeking to start her life over, moves to a small town in Arizona. She builds a relationship with Murphy (James Garner), the older local pharmacist but, due to his age, it remains platonic. Their friendship becomes complicated when Emma's ex-husband, Bobby Jack (Brian Kerwin), shows up. He claims to have changed his ways, but when he turns out to be the same man Emma divorced, she discovers her true feelings for Murphy.",74,75,"Murphy's Romance"
