"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Alfred Hitchcock","John Taintor Foote, Ben Hecht, Alfred Hitchcock, Clifford Odets","Anchor Bay Entertainment, RKO Radio Pictures, Criterion Collection, Kino International Corp.","RKO Radio Pictures Inc., Vanguard Films Production","Mystery & Thriller","English","Aug 15, 1946, Original","Oct 14, 2008","1h 43m","Mono","Flat (1.37:1), 35mm, 16mm","In order to help bring Nazis to justice, U.S. government agent T.R. Devlin (Cary Grant) recruits Alicia Huberman (Ingrid Bergman), the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian (Claude Rains), a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",96,91,"Notorious"
